==========================================
SLURM_JOB_ID = 9442660
SLURM_NODELIST = gpu-4-56
CUDA_VISIBLE_DEVICES = 0
==========================================
Unloading openmpi/4.1.5
Unloading slurm/23.02.7
Loading slurm/23.02.7
Loading openmpi/4.1.5
+ python CNN.py /home/zhuosl/VPML/Genome_matrix/genome_matrix_full.csv
wandb: Currently logged in as: zsliu. Use `wandb login --relogin` to force relogin
wandb: wandb version 0.16.2 is available!  To upgrade, please run:
wandb:  $ pip install wandb --upgrade
wandb: Tracking run with wandb version 0.16.0
wandb: Run data is saved locally in /home/zhuosl/VPML/DL_model/wandb/run-20240121_214450-9jo2nh3e
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run CNN_full_genome_matrix
wandb: ⭐️ View project at https://wandb.ai/zsliu/VPML
wandb: 🚀 View run at https://wandb.ai/zsliu/VPML/runs/9jo2nh3e
Fold 1/10
Epoch [1/100], Training Loss: 0.6842, Training Accuracy: 55.87%, Validation Accuracy: 61.11%
Epoch [25/100], Training Loss: 0.3918, Training Accuracy: 92.36%, Validation Accuracy: 89.90%
Epoch [26/100], Training Loss: 0.3970, Training Accuracy: 93.37%, Validation Accuracy: 89.39%
Epoch [27/100], Training Loss: 0.3885, Training Accuracy: 92.80%, Validation Accuracy: 89.90%
Epoch [28/100], Training Loss: 0.3887, Training Accuracy: 93.06%, Validation Accuracy: 89.90%
Epoch [29/100], Training Loss: 0.3876, Training Accuracy: 93.88%, Validation Accuracy: 89.90%
Epoch [30/100], Training Loss: 0.3798, Training Accuracy: 94.13%, Validation Accuracy: 90.91%
Epoch [31/100], Training Loss: 0.3877, Training Accuracy: 93.43%, Validation Accuracy: 89.39%
Epoch [32/100], Training Loss: 0.3766, Training Accuracy: 93.62%, Validation Accuracy: 90.91%
Epoch [33/100], Training Loss: 0.3727, Training Accuracy: 94.07%, Validation Accuracy: 91.41%
Epoch [34/100], Training Loss: 0.3733, Training Accuracy: 95.01%, Validation Accuracy: 90.91%
Epoch [35/100], Training Loss: 0.3669, Training Accuracy: 95.33%, Validation Accuracy: 91.92%
Epoch [36/100], Training Loss: 0.3642, Training Accuracy: 95.58%, Validation Accuracy: 92.42%
Epoch [37/100], Training Loss: 0.3624, Training Accuracy: 95.83%, Validation Accuracy: 92.93%
Epoch [38/100], Training Loss: 0.3666, Training Accuracy: 95.90%, Validation Accuracy: 93.43%
Epoch [39/100], Training Loss: 0.3589, Training Accuracy: 96.40%, Validation Accuracy: 92.93%
Epoch [40/100], Training Loss: 0.3603, Training Accuracy: 96.15%, Validation Accuracy: 93.43%
Epoch [41/100], Training Loss: 0.3558, Training Accuracy: 96.15%, Validation Accuracy: 93.94%
Epoch [42/100], Training Loss: 0.3587, Training Accuracy: 96.40%, Validation Accuracy: 93.94%
Epoch [43/100], Training Loss: 0.3602, Training Accuracy: 96.40%, Validation Accuracy: 92.93%
Epoch [44/100], Training Loss: 0.3543, Training Accuracy: 96.91%, Validation Accuracy: 92.93%
Epoch [45/100], Training Loss: 0.3481, Training Accuracy: 96.78%, Validation Accuracy: 92.93%
Epoch [46/100], Training Loss: 0.3505, Training Accuracy: 96.97%, Validation Accuracy: 92.93%
Epoch [47/100], Training Loss: 0.3457, Training Accuracy: 97.16%, Validation Accuracy: 93.43%
Epoch [48/100], Training Loss: 0.3514, Training Accuracy: 97.10%, Validation Accuracy: 93.43%
Epoch [49/100], Training Loss: 0.3525, Training Accuracy: 97.16%, Validation Accuracy: 93.43%
Epoch [50/100], Training Loss: 0.3451, Training Accuracy: 97.16%, Validation Accuracy: 92.93%
Epoch [51/100], Training Loss: 0.3474, Training Accuracy: 97.73%, Validation Accuracy: 93.94%
Epoch [52/100], Training Loss: 0.3478, Training Accuracy: 97.73%, Validation Accuracy: 93.43%
Epoch [53/100], Training Loss: 0.3421, Training Accuracy: 97.35%, Validation Accuracy: 93.94%
Epoch [54/100], Training Loss: 0.3447, Training Accuracy: 97.85%, Validation Accuracy: 93.94%
Epoch [55/100], Training Loss: 0.3416, Training Accuracy: 98.23%, Validation Accuracy: 93.94%
Epoch [56/100], Training Loss: 0.3395, Training Accuracy: 97.85%, Validation Accuracy: 93.94%
Epoch [57/100], Training Loss: 0.3407, Training Accuracy: 97.66%, Validation Accuracy: 93.94%
Epoch [58/100], Training Loss: 0.3425, Training Accuracy: 98.17%, Validation Accuracy: 93.94%
Epoch [59/100], Training Loss: 0.3411, Training Accuracy: 98.11%, Validation Accuracy: 93.43%
Epoch [60/100], Training Loss: 0.3396, Training Accuracy: 98.04%, Validation Accuracy: 93.43%
Epoch [61/100], Training Loss: 0.3344, Training Accuracy: 98.42%, Validation Accuracy: 92.93%
Epoch [62/100], Training Loss: 0.3351, Training Accuracy: 97.98%, Validation Accuracy: 93.94%
Epoch [63/100], Training Loss: 0.3390, Training Accuracy: 97.73%, Validation Accuracy: 93.94%
Epoch [64/100], Training Loss: 0.3348, Training Accuracy: 97.92%, Validation Accuracy: 93.94%
Epoch [65/100], Training Loss: 0.3371, Training Accuracy: 97.85%, Validation Accuracy: 93.94%
Epoch [66/100], Training Loss: 0.3333, Training Accuracy: 98.23%, Validation Accuracy: 93.43%
Epoch [67/100], Training Loss: 0.3354, Training Accuracy: 98.11%, Validation Accuracy: 93.43%
Epoch [68/100], Training Loss: 0.3350, Training Accuracy: 98.23%, Validation Accuracy: 92.42%
Epoch [69/100], Training Loss: 0.3343, Training Accuracy: 98.23%, Validation Accuracy: 93.43%
Epoch [70/100], Training Loss: 0.3313, Training Accuracy: 98.30%, Validation Accuracy: 93.43%
Epoch [71/100], Training Loss: 0.3347, Training Accuracy: 98.17%, Validation Accuracy: 93.43%
Epoch [72/100], Training Loss: 0.3341, Training Accuracy: 98.42%, Validation Accuracy: 92.93%
Epoch [73/100], Training Loss: 0.3311, Training Accuracy: 98.36%, Validation Accuracy: 92.93%
Epoch [74/100], Training Loss: 0.3330, Training Accuracy: 98.17%, Validation Accuracy: 93.43%
Epoch [75/100], Training Loss: 0.3303, Training Accuracy: 98.30%, Validation Accuracy: 92.93%
Epoch [76/100], Training Loss: 0.3312, Training Accuracy: 98.30%, Validation Accuracy: 93.43%
Epoch [77/100], Training Loss: 0.3304, Training Accuracy: 98.42%, Validation Accuracy: 92.93%
Epoch [78/100], Training Loss: 0.3349, Training Accuracy: 98.30%, Validation Accuracy: 93.43%
Epoch [79/100], Training Loss: 0.3339, Training Accuracy: 98.23%, Validation Accuracy: 93.43%
Epoch [80/100], Training Loss: 0.3330, Training Accuracy: 98.17%, Validation Accuracy: 92.93%
Epoch [81/100], Training Loss: 0.3340, Training Accuracy: 98.23%, Validation Accuracy: 93.43%
Epoch [82/100], Training Loss: 0.3307, Training Accuracy: 98.23%, Validation Accuracy: 93.94%
Epoch [83/100], Training Loss: 0.3318, Training Accuracy: 98.36%, Validation Accuracy: 93.43%
Epoch [84/100], Training Loss: 0.3303, Training Accuracy: 98.30%, Validation Accuracy: 93.43%
Epoch [85/100], Training Loss: 0.3324, Training Accuracy: 98.11%, Validation Accuracy: 93.94%
Epoch [86/100], Training Loss: 0.3320, Training Accuracy: 98.04%, Validation Accuracy: 93.43%
Epoch [87/100], Training Loss: 0.3349, Training Accuracy: 98.23%, Validation Accuracy: 92.93%
Epoch [88/100], Training Loss: 0.3323, Training Accuracy: 98.23%, Validation Accuracy: 93.94%
Epoch [89/100], Training Loss: 0.3313, Training Accuracy: 97.92%, Validation Accuracy: 92.42%
Epoch [90/100], Training Loss: 0.3318, Training Accuracy: 98.48%, Validation Accuracy: 93.43%
Epoch [91/100], Training Loss: 0.3297, Training Accuracy: 98.55%, Validation Accuracy: 92.93%
Epoch [92/100], Training Loss: 0.3392, Training Accuracy: 98.36%, Validation Accuracy: 92.93%
Epoch [93/100], Training Loss: 0.3299, Training Accuracy: 98.23%, Validation Accuracy: 93.43%
Epoch [94/100], Training Loss: 0.3317, Training Accuracy: 98.30%, Validation Accuracy: 92.93%
Epoch [95/100], Training Loss: 0.3329, Training Accuracy: 98.48%, Validation Accuracy: 93.43%
Epoch [96/100], Training Loss: 0.3284, Training Accuracy: 98.67%, Validation Accuracy: 93.43%
Epoch [97/100], Training Loss: 0.3295, Training Accuracy: 98.36%, Validation Accuracy: 93.43%
Epoch [98/100], Training Loss: 0.3284, Training Accuracy: 98.48%, Validation Accuracy: 92.93%
Epoch [99/100], Training Loss: 0.3282, Training Accuracy: 98.36%, Validation Accuracy: 92.93%
Epoch [100/100], Training Loss: 0.3284, Training Accuracy: 98.48%, Validation Accuracy: 92.93%
Finished Training
Final Evaluation: Precision: 0.9192, Recall: 0.9192, F1 Score: 0.9192, Accuracy: 0.9192
Fold 7/10
Epoch [1/100], Training Loss: 0.6859, Training Accuracy: 53.41%, Validation Accuracy: 61.62%
Epoch [2/100], Training Loss: 0.6553, Training Accuracy: 59.60%, Validation Accuracy: 61.62%
Epoch [3/100], Training Loss: 0.6141, Training Accuracy: 74.94%, Validation Accuracy: 81.31%
Epoch [4/100], Training Loss: 0.5831, Training Accuracy: 78.03%, Validation Accuracy: 79.29%
Epoch [5/100], Training Loss: 0.5385, Training Accuracy: 80.05%, Validation Accuracy: 84.85%
Epoch [6/100], Training Loss: 0.5101, Training Accuracy: 82.39%, Validation Accuracy: 86.36%
Epoch [7/100], Training Loss: 0.4931, Training Accuracy: 83.33%, Validation Accuracy: 86.87%
Epoch [8/100], Training Loss: 0.4749, Training Accuracy: 85.67%, Validation Accuracy: 86.36%
Epoch [9/100], Training Loss: 0.4701, Training Accuracy: 85.73%, Validation Accuracy: 85.86%
Epoch [10/100], Training Loss: 0.4548, Training Accuracy: 87.18%, Validation Accuracy: 86.36%
Epoch [11/100], Training Loss: 0.4489, Training Accuracy: 87.12%, Validation Accuracy: 87.37%
Epoch [12/100], Training Loss: 0.4391, Training Accuracy: 88.83%, Validation Accuracy: 87.88%
Epoch [13/100], Training Loss: 0.4276, Training Accuracy: 89.27%, Validation Accuracy: 87.37%
Epoch [14/100], Training Loss: 0.4271, Training Accuracy: 90.09%, Validation Accuracy: 86.87%
Epoch [15/100], Training Loss: 0.4188, Training Accuracy: 89.46%, Validation Accuracy: 86.36%
Epoch [16/100], Training Loss: 0.4255, Training Accuracy: 90.03%, Validation Accuracy: 87.37%
Epoch [17/100], Training Loss: 0.4141, Training Accuracy: 90.97%, Validation Accuracy: 88.38%
Epoch [18/100], Training Loss: 0.4140, Training Accuracy: 90.78%, Validation Accuracy: 87.88%
Epoch [19/100], Training Loss: 0.4138, Training Accuracy: 90.53%, Validation Accuracy: 87.88%
Epoch [20/100], Training Loss: 0.4003, Training Accuracy: 91.22%, Validation Accuracy: 88.38%
Epoch [21/100], Training Loss: 0.4012, Training Accuracy: 91.86%, Validation Accuracy: 88.38%
Epoch [22/100], Training Loss: 0.4036, Training Accuracy: 91.10%, Validation Accuracy: 88.89%
Epoch [23/100], Training Loss: 0.3932, Training Accuracy: 92.30%, Validation Accuracy: 88.38%
Epoch [24/100], Training Loss: 0.3979, Training Accuracy: 92.61%, Validation Accuracy: 88.89%
Epoch [25/100], Training Loss: 0.3887, Training Accuracy: 92.99%, Validation Accuracy: 88.89%
Epoch [26/100], Training Loss: 0.3921, Training Accuracy: 92.42%, Validation Accuracy: 88.38%
Epoch [27/100], Training Loss: 0.3893, Training Accuracy: 93.43%, Validation Accuracy: 89.90%
Epoch [28/100], Training Loss: 0.3868, Training Accuracy: 92.99%, Validation Accuracy: 89.90%
Epoch [29/100], Training Loss: 0.3788, Training Accuracy: 93.62%, Validation Accuracy: 89.90%
Epoch [30/100], Training Loss: 0.3824, Training Accuracy: 93.81%, Validation Accuracy: 90.40%
Epoch [31/100], Training Loss: 0.3754, Training Accuracy: 94.26%, Validation Accuracy: 89.90%
Epoch [32/100], Training Loss: 0.3823, Training Accuracy: 94.13%, Validation Accuracy: 88.89%
Epoch [33/100], Training Loss: 0.3746, Training Accuracy: 94.19%, Validation Accuracy: 89.39%
Epoch [34/100], Training Loss: 0.3745, Training Accuracy: 94.57%, Validation Accuracy: 88.89%
Epoch [35/100], Training Loss: 0.3686, Training Accuracy: 94.44%, Validation Accuracy: 88.89%
Epoch [36/100], Training Loss: 0.3709, Training Accuracy: 95.01%, Validation Accuracy: 88.89%
Epoch [37/100], Training Loss: 0.3680, Training Accuracy: 94.95%, Validation Accuracy: 90.40%
Epoch [38/100], Training Loss: 0.3686, Training Accuracy: 94.63%, Validation Accuracy: 89.39%
Epoch [39/100], Training Loss: 0.3623, Training Accuracy: 94.89%, Validation Accuracy: 90.40%
Epoch [40/100], Training Loss: 0.3679, Training Accuracy: 95.33%, Validation Accuracy: 90.40%
Epoch [41/100], Training Loss: 0.3581, Training Accuracy: 95.64%, Validation Accuracy: 89.39%
Epoch [42/100], Training Loss: 0.3607, Training Accuracy: 95.71%, Validation Accuracy: 90.40%
Epoch [43/100], Training Loss: 0.3580, Training Accuracy: 95.90%, Validation Accuracy: 89.39%
Epoch [44/100], Training Loss: 0.3523, Training Accuracy: 96.53%, Validation Accuracy: 91.41%
Epoch [45/100], Training Loss: 0.3537, Training Accuracy: 96.59%, Validation Accuracy: 89.90%
Epoch [46/100], Training Loss: 0.3520, Training Accuracy: 96.34%, Validation Accuracy: 91.41%
Epoch [47/100], Training Loss: 0.3517, Training Accuracy: 96.65%, Validation Accuracy: 91.41%
Epoch [48/100], Training Loss: 0.3576, Training Accuracy: 96.97%, Validation Accuracy: 89.39%
Epoch [49/100], Training Loss: 0.3522, Training Accuracy: 97.03%, Validation Accuracy: 91.41%
Epoch [50/100], Training Loss: 0.3566, Training Accuracy: 96.84%, Validation Accuracy: 90.91%
Epoch [51/100], Training Loss: 0.3541, Training Accuracy: 96.78%, Validation Accuracy: 90.40%
Epoch [52/100], Training Loss: 0.3487, Training Accuracy: 96.84%, Validation Accuracy: 90.40%
Epoch [53/100], Training Loss: 0.3484, Training Accuracy: 96.91%, Validation Accuracy: 90.91%
Epoch [54/100], Training Loss: 0.3472, Training Accuracy: 97.29%, Validation Accuracy: 90.40%
Epoch [55/100], Training Loss: 0.3495, Training Accuracy: 97.22%, Validation Accuracy: 90.91%
Epoch [56/100], Training Loss: 0.3460, Training Accuracy: 97.16%, Validation Accuracy: 90.91%
Epoch [57/100], Training Loss: 0.3485, Training Accuracy: 96.91%, Validation Accuracy: 90.40%
Epoch [58/100], Training Loss: 0.3474, Training Accuracy: 97.29%, Validation Accuracy: 90.91%
Epoch [59/100], Training Loss: 0.3417, Training Accuracy: 97.29%, Validation Accuracy: 90.40%
Epoch [60/100], Training Loss: 0.3399, Training Accuracy: 97.47%, Validation Accuracy: 90.40%
Epoch [61/100], Training Loss: 0.3425, Training Accuracy: 97.29%, Validation Accuracy: 90.91%
Epoch [62/100], Training Loss: 0.3405, Training Accuracy: 97.35%, Validation Accuracy: 90.40%
Epoch [63/100], Training Loss: 0.3426, Training Accuracy: 97.41%, Validation Accuracy: 91.41%
Epoch [64/100], Training Loss: 0.3430, Training Accuracy: 97.10%, Validation Accuracy: 90.91%
Epoch [65/100], Training Loss: 0.3403, Training Accuracy: 97.22%, Validation Accuracy: 90.40%
Epoch [66/100], Training Loss: 0.3407, Training Accuracy: 97.54%, Validation Accuracy: 91.92%
Epoch [67/100], Training Loss: 0.3383, Training Accuracy: 97.41%, Validation Accuracy: 91.92%
Epoch [68/100], Training Loss: 0.3411, Training Accuracy: 97.35%, Validation Accuracy: 90.91%
Epoch [69/100], Training Loss: 0.3377, Training Accuracy: 97.47%, Validation Accuracy: 90.91%
Epoch [70/100], Training Loss: 0.3390, Training Accuracy: 97.60%, Validation Accuracy: 91.92%
Epoch [71/100], Training Loss: 0.3398, Training Accuracy: 97.41%, Validation Accuracy: 90.40%
Epoch [72/100], Training Loss: 0.3390, Training Accuracy: 97.73%, Validation Accuracy: 92.93%
Epoch [73/100], Training Loss: 0.3424, Training Accuracy: 97.22%, Validation Accuracy: 92.93%
Epoch [74/100], Training Loss: 0.3358, Training Accuracy: 97.85%, Validation Accuracy: 91.41%
Epoch [75/100], Training Loss: 0.3401, Training Accuracy: 97.54%, Validation Accuracy: 92.93%
Epoch [76/100], Training Loss: 0.3352, Training Accuracy: 97.85%, Validation Accuracy: 91.92%
Epoch [77/100], Training Loss: 0.3400, Training Accuracy: 97.73%, Validation Accuracy: 93.43%
Epoch [78/100], Training Loss: 0.3401, Training Accuracy: 97.66%, Validation Accuracy: 91.92%
Epoch [79/100], Training Loss: 0.3350, Training Accuracy: 97.85%, Validation Accuracy: 91.92%
Epoch [80/100], Training Loss: 0.3359, Training Accuracy: 97.79%, Validation Accuracy: 92.93%
Epoch [81/100], Training Loss: 0.3323, Training Accuracy: 98.17%, Validation Accuracy: 91.92%
Epoch [82/100], Training Loss: 0.3349, Training Accuracy: 97.92%, Validation Accuracy: 92.93%
Epoch [83/100], Training Loss: 0.3328, Training Accuracy: 98.36%, Validation Accuracy: 91.92%
Epoch [84/100], Training Loss: 0.3380, Training Accuracy: 97.98%, Validation Accuracy: 92.42%
Epoch [85/100], Training Loss: 0.3333, Training Accuracy: 98.30%, Validation Accuracy: 92.42%
Epoch [86/100], Training Loss: 0.3345, Training Accuracy: 97.92%, Validation Accuracy: 91.41%
Epoch [87/100], Training Loss: 0.3316, Training Accuracy: 98.23%, Validation Accuracy: 91.92%
Epoch [88/100], Training Loss: 0.3335, Training Accuracy: 97.66%, Validation Accuracy: 91.41%
Epoch [89/100], Training Loss: 0.3387, Training Accuracy: 97.98%, Validation Accuracy: 92.42%
Epoch [90/100], Training Loss: 0.3339, Training Accuracy: 97.92%, Validation Accuracy: 92.42%
Epoch [91/100], Training Loss: 0.3315, Training Accuracy: 98.42%, Validation Accuracy: 91.41%
Epoch [92/100], Training Loss: 0.3335, Training Accuracy: 98.23%, Validation Accuracy: 91.41%
Epoch [93/100], Training Loss: 0.3337, Training Accuracy: 98.42%, Validation Accuracy: 92.93%
Epoch [94/100], Training Loss: 0.3356, Training Accuracy: 98.04%, Validation Accuracy: 92.42%
Epoch [95/100], Training Loss: 0.3330, Training Accuracy: 98.04%, Validation Accuracy: 92.93%
Epoch [96/100], Training Loss: 0.3343, Training Accuracy: 98.17%, Validation Accuracy: 93.43%
Epoch [97/100], Training Loss: 0.3359, Training Accuracy: 98.23%, Validation Accuracy: 91.41%
Epoch [98/100], Training Loss: 0.3333, Training Accuracy: 98.17%, Validation Accuracy: 92.93%
Epoch [99/100], Training Loss: 0.3366, Training Accuracy: 98.17%, Validation Accuracy: 92.93%
Epoch [100/100], Training Loss: 0.3332, Training Accuracy: 98.17%, Validation Accuracy: 91.41%
Finished Training
Final Evaluation: Precision: 0.9141, Recall: 0.9141, F1 Score: 0.9141, Accuracy: 0.9141
Fold 8/10
Epoch [1/100], Training Loss: 0.6879, Training Accuracy: 55.18%, Validation Accuracy: 38.89%
Epoch [2/100], Training Loss: 0.6541, Training Accuracy: 66.41%, Validation Accuracy: 40.40%
Epoch [3/100], Training Loss: 0.6134, Training Accuracy: 74.87%, Validation Accuracy: 73.23%
Epoch [4/100], Training Loss: 0.5643, Training Accuracy: 79.36%, Validation Accuracy: 73.74%
Epoch [5/100], Training Loss: 0.5381, Training Accuracy: 80.05%, Validation Accuracy: 83.84%
Epoch [6/100], Training Loss: 0.4990, Training Accuracy: 84.28%, Validation Accuracy: 87.88%
Epoch [7/100], Training Loss: 0.4792, Training Accuracy: 84.60%, Validation Accuracy: 87.88%
Epoch [8/100], Training Loss: 0.4586, Training Accuracy: 86.68%, Validation Accuracy: 87.88%
Epoch [9/100], Training Loss: 0.4512, Training Accuracy: 86.81%, Validation Accuracy: 88.38%
Epoch [10/100], Training Loss: 0.4427, Training Accuracy: 87.37%, Validation Accuracy: 87.88%
Epoch [11/100], Training Loss: 0.4419, Training Accuracy: 88.19%, Validation Accuracy: 88.38%
Epoch [12/100], Training Loss: 0.4320, Training Accuracy: 88.70%, Validation Accuracy: 89.39%
Epoch [13/100], Training Loss: 0.4277, Training Accuracy: 89.14%, Validation Accuracy: 89.90%
Epoch [14/100], Training Loss: 0.4235, Training Accuracy: 89.90%, Validation Accuracy: 89.90%
Epoch [15/100], Training Loss: 0.4148, Training Accuracy: 89.27%, Validation Accuracy: 89.90%
Epoch [16/100], Training Loss: 0.4175, Training Accuracy: 90.34%, Validation Accuracy: 90.40%
Epoch [17/100], Training Loss: 0.4069, Training Accuracy: 91.16%, Validation Accuracy: 90.40%
Epoch [18/100], Training Loss: 0.4142, Training Accuracy: 91.22%, Validation Accuracy: 89.39%
Epoch [19/100], Training Loss: 0.4033, Training Accuracy: 91.29%, Validation Accuracy: 91.41%
Epoch [20/100], Training Loss: 0.3996, Training Accuracy: 91.98%, Validation Accuracy: 89.90%
Epoch [21/100], Training Loss: 0.4024, Training Accuracy: 92.42%, Validation Accuracy: 89.90%
Epoch [22/100], Training Loss: 0.4005, Training Accuracy: 92.36%, Validation Accuracy: 89.90%
Epoch [23/100], Training Loss: 0.3896, Training Accuracy: 93.06%, Validation Accuracy: 91.41%
Epoch [24/100], Training Loss: 0.3891, Training Accuracy: 92.74%, Validation Accuracy: 91.41%
Epoch [25/100], Training Loss: 0.3869, Training Accuracy: 92.55%, Validation Accuracy: 91.92%
Epoch [26/100], Training Loss: 0.3863, Training Accuracy: 93.18%, Validation Accuracy: 91.92%
Epoch [27/100], Training Loss: 0.3876, Training Accuracy: 93.06%, Validation Accuracy: 91.92%
Epoch [28/100], Training Loss: 0.3843, Training Accuracy: 94.26%, Validation Accuracy: 91.92%
Epoch [29/100], Training Loss: 0.3751, Training Accuracy: 94.32%, Validation Accuracy: 91.41%
Epoch [30/100], Training Loss: 0.3757, Training Accuracy: 94.63%, Validation Accuracy: 91.92%
Epoch [31/100], Training Loss: 0.3756, Training Accuracy: 95.01%, Validation Accuracy: 91.92%
Epoch [32/100], Training Loss: 0.3720, Training Accuracy: 95.64%, Validation Accuracy: 91.92%
Epoch [33/100], Training Loss: 0.3680, Training Accuracy: 95.45%, Validation Accuracy: 92.42%
Epoch [34/100], Training Loss: 0.3613, Training Accuracy: 95.90%, Validation Accuracy: 92.42%
Epoch [35/100], Training Loss: 0.3635, Training Accuracy: 95.77%, Validation Accuracy: 92.93%
Epoch [36/100], Training Loss: 0.3600, Training Accuracy: 96.28%, Validation Accuracy: 92.93%
Epoch [37/100], Training Loss: 0.3602, Training Accuracy: 96.15%, Validation Accuracy: 93.43%
Epoch [38/100], Training Loss: 0.3541, Training Accuracy: 96.72%, Validation Accuracy: 93.43%
Epoch [39/100], Training Loss: 0.3523, Training Accuracy: 96.91%, Validation Accuracy: 93.94%
Epoch [40/100], Training Loss: 0.3514, Training Accuracy: 96.72%, Validation Accuracy: 92.93%
Epoch [41/100], Training Loss: 0.3514, Training Accuracy: 96.84%, Validation Accuracy: 94.44%
Epoch [42/100], Training Loss: 0.3511, Training Accuracy: 96.91%, Validation Accuracy: 94.44%
Epoch [43/100], Training Loss: 0.3505, Training Accuracy: 96.91%, Validation Accuracy: 93.43%
Epoch [44/100], Training Loss: 0.3471, Training Accuracy: 96.91%, Validation Accuracy: 93.94%
Epoch [45/100], Training Loss: 0.3462, Training Accuracy: 97.16%, Validation Accuracy: 93.43%
Epoch [46/100], Training Loss: 0.3455, Training Accuracy: 97.41%, Validation Accuracy: 94.95%
Epoch [47/100], Training Loss: 0.3468, Training Accuracy: 97.03%, Validation Accuracy: 93.94%
Epoch [48/100], Training Loss: 0.3421, Training Accuracy: 97.35%, Validation Accuracy: 93.94%
Epoch [49/100], Training Loss: 0.3449, Training Accuracy: 97.54%, Validation Accuracy: 93.94%
Epoch [50/100], Training Loss: 0.3412, Training Accuracy: 97.73%, Validation Accuracy: 94.95%
Epoch [51/100], Training Loss: 0.3469, Training Accuracy: 97.35%, Validation Accuracy: 93.43%
Epoch [52/100], Training Loss: 0.3403, Training Accuracy: 97.60%, Validation Accuracy: 94.95%
Epoch [53/100], Training Loss: 0.3410, Training Accuracy: 97.79%, Validation Accuracy: 93.94%
Epoch [54/100], Training Loss: 0.3403, Training Accuracy: 97.47%, Validation Accuracy: 93.94%
Epoch [55/100], Training Loss: 0.3463, Training Accuracy: 97.29%, Validation Accuracy: 94.95%
Epoch [56/100], Training Loss: 0.3402, Training Accuracy: 97.73%, Validation Accuracy: 94.44%
Epoch [57/100], Training Loss: 0.3373, Training Accuracy: 98.04%, Validation Accuracy: 94.44%
Epoch [58/100], Training Loss: 0.3399, Training Accuracy: 97.66%, Validation Accuracy: 94.44%
Epoch [59/100], Training Loss: 0.3383, Training Accuracy: 97.85%, Validation Accuracy: 94.95%
Epoch [60/100], Training Loss: 0.3370, Training Accuracy: 98.17%, Validation Accuracy: 94.95%
Epoch [61/100], Training Loss: 0.3418, Training Accuracy: 97.92%, Validation Accuracy: 94.95%
Epoch [62/100], Training Loss: 0.3362, Training Accuracy: 97.98%, Validation Accuracy: 94.95%
Epoch [63/100], Training Loss: 0.3362, Training Accuracy: 98.11%, Validation Accuracy: 93.94%
Epoch [64/100], Training Loss: 0.3349, Training Accuracy: 97.98%, Validation Accuracy: 94.95%
Epoch [65/100], Training Loss: 0.3382, Training Accuracy: 98.30%, Validation Accuracy: 94.95%
Epoch [66/100], Training Loss: 0.3358, Training Accuracy: 98.11%, Validation Accuracy: 95.45%
Epoch [67/100], Training Loss: 0.3322, Training Accuracy: 98.17%, Validation Accuracy: 94.95%
Epoch [68/100], Training Loss: 0.3320, Training Accuracy: 98.23%, Validation Accuracy: 94.44%
Epoch [69/100], Training Loss: 0.3347, Training Accuracy: 98.17%, Validation Accuracy: 94.95%
Epoch [70/100], Training Loss: 0.3329, Training Accuracy: 98.04%, Validation Accuracy: 94.95%
Epoch [71/100], Training Loss: 0.3377, Training Accuracy: 98.11%, Validation Accuracy: 94.44%
Epoch [72/100], Training Loss: 0.3365, Training Accuracy: 98.17%, Validation Accuracy: 94.95%
Epoch [73/100], Training Loss: 0.3309, Training Accuracy: 98.36%, Validation Accuracy: 95.45%
Epoch [74/100], Training Loss: 0.3320, Training Accuracy: 98.23%, Validation Accuracy: 95.96%
Epoch [75/100], Training Loss: 0.3339, Training Accuracy: 98.30%, Validation Accuracy: 95.45%
Epoch [76/100], Training Loss: 0.3325, Training Accuracy: 98.30%, Validation Accuracy: 95.45%
Epoch [77/100], Training Loss: 0.3315, Training Accuracy: 98.36%, Validation Accuracy: 94.95%
Epoch [78/100], Training Loss: 0.3318, Training Accuracy: 97.98%, Validation Accuracy: 94.95%
Epoch [79/100], Training Loss: 0.3319, Training Accuracy: 98.42%, Validation Accuracy: 95.45%
Epoch [80/100], Training Loss: 0.3318, Training Accuracy: 98.17%, Validation Accuracy: 95.45%
Epoch [81/100], Training Loss: 0.3323, Training Accuracy: 98.23%, Validation Accuracy: 94.95%
Epoch [82/100], Training Loss: 0.3300, Training Accuracy: 98.42%, Validation Accuracy: 94.95%
Epoch [83/100], Training Loss: 0.3287, Training Accuracy: 98.74%, Validation Accuracy: 95.45%
Epoch [84/100], Training Loss: 0.3307, Training Accuracy: 98.30%, Validation Accuracy: 94.95%
Epoch [85/100], Training Loss: 0.3304, Training Accuracy: 98.67%, Validation Accuracy: 95.45%
Epoch [86/100], Training Loss: 0.3290, Training Accuracy: 98.74%, Validation Accuracy: 95.45%
Epoch [87/100], Training Loss: 0.3310, Training Accuracy: 98.55%, Validation Accuracy: 95.45%
Epoch [88/100], Training Loss: 0.3283, Training Accuracy: 98.48%, Validation Accuracy: 95.96%
Epoch [89/100], Training Loss: 0.3277, Training Accuracy: 98.61%, Validation Accuracy: 95.96%
Epoch [90/100], Training Loss: 0.3293, Training Accuracy: 98.55%, Validation Accuracy: 95.45%
Epoch [91/100], Training Loss: 0.3295, Training Accuracy: 98.55%, Validation Accuracy: 94.95%
